Athlete	Age	Country	Year	Closing_Ceremony_Date	Sport	Gold_Medals	Silver_Medals	Bronze_Medals	Total_Medals
Lesley_McNaught-Mändli	36	Switzerland	2000	10/1/00	Equestrian	0	1	0	1
Willi_Melliger	47	Switzerland	2000	10/1/00	Equestrian	0	1	0	1
Lars_Nieberg	37	Germany	2000	10/1/00	Equestrian	1	0	0	1
Rodrigo_Pessoa	27	Brazil	2000	10/1/00	Equestrian	0	0	1	1
Matt_Ryan	36	Australia	2000	10/1/00	Equestrian	1	0	0	1
Guenter_Seidel	40	United_States	2000	10/1/00	Equestrian	0	0	1	1
Alexandra_Simons_de_Ridder	36	Germany	2000	10/1/00	Equestrian	1	0	0	1
Ian_Stark	46	Great_Britain	2000	10/1/00	Equestrian	0	1	0	1
Arjen_Teeuwissen	29	Netherlands	2000	10/1/00	Equestrian	0	1	0	1
Stuart_Tinney	35	Australia	2000	10/1/00	Equestrian	1	0	0	1
Mark_Todd	44	New_Zealand	2000	10/1/00	Equestrian	0	0	1	1
Christine_Traurig	43	United_States	2000	10/1/00	Equestrian	0	0	1	1
Coby_van_Baalen	43	Netherlands	2000	10/1/00	Equestrian	0	1	0	1
Albert_Voorn	44	Netherlands	2000	10/1/00	Equestrian	0	1	0	1
Linden_Wiesman	25	United_States	2000	10/1/00	Equestrian	0	0	1	1
Jennifer_Abel	20	Canada	2012	8/12/12	Diving	0	0	1	1
Meaghan_Benfeito	23	Canada	2012	8/12/12	Diving	0	0	1	1
Brittany_Broben	16	Australia	2012	8/12/12	Diving	0	1	0	1
Kelci_Bryant	23	United_States	2012	8/12/12	Diving	0	1	0	1
Cao_Yuan	17	China	2012	8/12/12	Diving	1	0	0	1
Tom_Daley	18	Great_Britain	2012	8/12/12	Diving	0	0	1	1
Troy_Dumais	32	United_States	2012	8/12/12	Diving	0	0	1	1
Paola_Espinosa	26	Mexico	2012	8/12/12	Diving	0	1	0	1
Roseline_Filion	25	Canada	2012	8/12/12	Diving	0	0	1	1
Iván_García	18	Mexico	2012	8/12/12	Diving	0	1	0	1
He_Chong	25	China	2012	8/12/12	Diving	0	0	1	1
Emilie_Heymans	30	Canada	2012	8/12/12	Diving	0	0	1	1
Kristian_Ipsen	19	United_States	2012	8/12/12	Diving	0	0	1	1
Abby_Johnston	22	United_States	2012	8/12/12	Diving	0	1	0	1
Yevgeny_Kuznetsov	22	Russia	2012	8/12/12	Diving	0	1	0	1
Luo_Yutong	26	China	2012	8/12/12	Diving	1	0	0	1
Nick_McCrory	20	United_States	2012	8/12/12	Diving	0	0	1	1
Alejandra_Orozco	15	Mexico	2012	8/12/12	Diving	0	1	0	1
Pandelela_Pamg	19	Malaysia	2012	8/12/12	Diving	0	0	1	1
Qiu_Bo	19	China	2012	8/12/12	Diving	0	1	0	1
Germán_Sánchez	20	Mexico	2012	8/12/12	Diving	0	1	0	1
Laura_Sánchez	26	Mexico	2012	8/12/12	Diving	0	0	1	1
Wang_Hao	19	China	2012	8/12/12	Diving	1	0	0	1
Zhang_Yanquan	18	China	2012	8/12/12	Diving	1	0	0	1
Bree_Cole	25	Australia	2008	8/24/08	Diving	0	1	0	1
Alexandre_Despatie	23	Canada	2008	8/24/08	Diving	0	1	0	1
Dmitry_Dobroskok	24	Russia	2008	8/24/08	Diving	0	0	1	1
Paola_Espinosa	22	Mexico	2008	8/24/08	Diving	0	0	1	1
Heike_Fischer	25	Germany	2008	8/24/08	Diving	0	0	1	1
Patrick_Hausding	19	Germany	2008	8/24/08	Diving	0	1	0	1
He_Chong	21	China	2008	8/24/08	Diving	1	0	0	1
Emilie_Heymans	26	Canada	2008	8/24/08	Diving	0	1	0	1
Huo_Liang	18	China	2008	8/24/08	Diving	1	0	0	1
Sascha_Klein	22	Germany	2008	8/24/08	Diving	0	1	0	1
Ditte_Kotzian	29	Germany	2008	8/24/08	Diving	0	0	1	1
Yury_Kunakov	18	Russia	2008	8/24/08	Diving	0	1	0	1
Illia_Kvasha	20	Ukraine	2008	8/24/08	Diving	0	0	1	1
Lin_Yue	17	China	2008	8/24/08	Diving	1	0	0	1
Matt_Mitcham	20	Australia	2008	8/24/08	Diving	1	0	0	1
Tatiana_Ortíz	24	Mexico	2008	8/24/08	Diving	0	0	1	1
Anastasia_Pozdnyakova	22	Russia	2008	8/24/08	Diving	0	1	0	1
Oleksiy_Pryhorov	21	Ukraine	2008	8/24/08	Diving	0	0	1	1
Dmitry_Sautin	34	Russia	2008	8/24/08	Diving	0	1	0	1
Wang_Feng	29	China	2008	8/24/08	Diving	1	0	0	1
Melissa_Wu	16	Australia	2008	8/24/08	Diving	0	1	0	1
Zhou_Luxin	20	China	2008	8/24/08	Diving	0	1	0	1
Steven_Barnett	25	Australia	2004	8/29/04	Diving	0	0	1	1
Thomas_Bimis	29	Greece	2004	8/29/04	Diving	1	0	0	1
Alexandre_Despatie	19	Canada	2004	8/29/04	Diving	0	1	0	1
Nataliya_Goncharova	16	Russia	2004	8/29/04	Diving	0	1	0	1
Blythe_Hartley	22	Canada	2004	8/29/04	Diving	0	0	1	1
Emilie_Heymans	22	Canada	2004	8/29/04	Diving	0	0	1	1
Hu_Jia	21	China	2004	8/29/04	Diving	1	0	0	1
Vera_Ilyina	30	Russia	2004	8/29/04	Diving	0	1	0	1
Yuliya_Koltunova	15	Russia	2004	8/29/04	Diving	0	1	0	1
Irina_Lashko	31	Australia	2004	8/29/04	Diving	0	0	1	1
Li_Ting	17	China	2004	8/29/04	Diving	1	0	0	1
Peng_Bo	23	China	2004	8/29/04	Diving	1	0	0	1
Dmitry_Sautin	30	Russia	2004	8/29/04	Diving	0	0	1	1
Tobias_Schellenberg	25	Germany	2004	8/29/04	Diving	0	1	0	1
Nikolaos_Siranidis	28	Greece	2004	8/29/04	Diving	1	0	0	1
Leon_Taylor	26	Great_Britain	2004	8/29/04	Diving	0	1	0	1
Loudy_Tourky-Wiggins	25	Australia	2004	8/29/04	Diving	0	0	1	1
Peter_Waterfield	23	Great_Britain	2004	8/29/04	Diving	0	1	0	1
Andreas_Wels	29	Germany	2004	8/29/04	Diving	0	1	0	1
Yang_Jinghui	21	China	2004	8/29/04	Diving	1	0	0	1
Aleksandr_Dobroskok	18	Russia	2000	10/1/00	Diving	0	1	0	1
Rebecca_Gilmore	21	Australia	2000	10/1/00	Diving	0	0	1	1
Jan_Hempel	29	Germany	2000	10/1/00	Diving	0	0	1	1
Emilie_Heymans	18	Canada	2000	10/1/00	Diving	0	1	0	1
Vera_Ilyina	26	Russia	2000	10/1/00	Diving	1	0	0	1
Dörte_Lindner	26	Germany	2000	10/1/00	Diving	0	0	1	1
Igor_Lukashin	21	Russia	2000	10/1/00	Diving	1	0	0	1
Heiko_Meyer	23	Germany	2000	10/1/00	Diving	0	0	1	1
Robert_Newbery	21	Australia	2000	10/1/00	Diving	0	0	1	1
Yuliya_Pakhalina	23	Russia	2000	10/1/00	Diving	1	0	0	1
Fernando_Platas	27	Mexico	2000	10/1/00	Diving	0	1	0	1
Dean_Pullar	27	Australia	2000	10/1/00	Diving	0	0	1	1
Sang_Xue	16	China	2000	10/1/00	Diving	1	0	0	1
Hanna_Sorokina	24	Ukraine	2000	10/1/00	Diving	0	0	1	1
Loudy_Tourky-Wiggins	21	Australia	2000	10/1/00	Diving	0	0	1	1
Laura_Wilkinson	22	United_States	2000	10/1/00	Diving	1	0	0	1
Xiao_Hailiang	23	China	2000	10/1/00	Diving	1	0	0	1
Olena_Zhupina	27	Ukraine	2000	10/1/00	Diving	0	0	1	1
Lizzie_Armitstead	23	Great_Britain	2012	8/12/12	Cycling	0	1	0	1
Kristin_Armstrong	38	United_States	2012	8/12/12	Cycling	1	0	0	1
Judith_Arndt	36	Germany	2012	8/12/12	Cycling	0	1	0	1
Dotsie_Bausch	39	United_States	2012	8/12/12	Cycling	0	1	0	1
Sam_Bewley	25	New_Zealand	2012	8/12/12	Cycling	0	0	1	1
Jack_Bobridge	23	Australia	2012	8/12/12	Cycling	0	1	0	1
Julie_Bresset	23	France	2012	8/12/12	Cycling	1	0	0	1
Steven_Burke	24	Great_Britain	2012	8/12/12	Cycling	1	0	0	1
Gillian_Carleton	22	Canada	2012	8/12/12	Cycling	0	0	1	1
Bryan_Coquard	20	France	2012	8/12/12	Cycling	0	1	0	1
Michaël_D'Almeida	24	France	2012	8/12/12	Cycling	0	1	0	1
Rohan_Dennis	22	Australia	2012	8/12/12	Cycling	0	1	0	1
Annette_Edmondson	20	Australia	2012	8/12/12	Cycling	0	0	1	1
René_Enders	25	Germany	2012	8/12/12	Cycling	0	0	1	1
Marco_Aurelio_Fontana	27	Italy	2012	8/12/12	Cycling	0	0	1	1
Robert_Förstemann	26	Germany	2012	8/12/12	Cycling	0	0	1	1
Chris_Froome	27	Great_Britain	2012	8/12/12	Cycling	0	0	1	1
Aaron_Gate	21	New_Zealand	2012	8/12/12	Cycling	0	0	1	1
Jasmin_Glaesser	20	Canada	2012	8/12/12	Cycling	0	0	1	1
Gong_Jinjie	25	China	2012	8/12/12	Cycling	0	1	0	1
Westley_Gough	24	New_Zealand	2012	8/12/12	Cycling	0	0	1	1
Georgia_Gould	32	United_States	2012	8/12/12	Cycling	0	0	1	1
Lasse_Norman_Hansen	20	Denmark	2012	8/12/12	Cycling	1	0	0	1
Michael_Hepburn	20	Australia	2012	8/12/12	Cycling	0	1	0	1
Philip_Hindes	19	Great_Britain	2012	8/12/12	Cycling	1	0	0	1
Peter_Kennaugh	23	Great_Britain	2012	8/12/12	Cycling	1	0	0	1
Dani_King	21	Great_Britain	2012	8/12/12	Cycling	1	0	0	1
Alexander_Kristoff	25	Norway	2012	8/12/12	Cycling	0	0	1	1
Jaroslav_Kulhav_	27	Czech_Republic	2012	8/12/12	Cycling	1	0	0	1
Lee_Wai_Sze	25	Hong_Kong	2012	8/12/12	Cycling	0	0	1	1
Tony_Martin	27	Germany	2012	8/12/12	Cycling	0	1	0	1
Kaarle_McCulloch	24	Australia	2012	8/12/12	Cycling	0	0	1	1
Teun_Mulder	31	Netherlands	2012	8/12/12	Cycling	0	0	1	1
Glenn_O'Shea	23	Australia	2012	8/12/12	Cycling	0	1	0	1
Carlos_Oquendo	24	Colombia	2012	8/12/12	Cycling	0	0	1	1
Mariana_Pajón	20	Colombia	2012	8/12/12	Cycling	1	0	0	1
Shane_Perkins	25	Australia	2012	8/12/12	Cycling	0	0	1	1
Jennie_Reed	34	United_States	2012	8/12/12	Cycling	0	1	0	1
Joanna_Rowsell	23	Great_Britain	2012	8/12/12	Cycling	1	0	0	1
Marc_Ryan	29	New_Zealand	2012	8/12/12	Cycling	0	0	1	1
Nino_Schurter	26	Switzerland	2012	8/12/12	Cycling	0	1	0	1
Jesse_Sergent	24	New_Zealand	2012	8/12/12	Cycling	0	0	1	1
Kévin_Sireau	25	France	2012	8/12/12	Cycling	0	1	0	1
Laura_Smulders	18	Netherlands	2012	8/12/12	Cycling	0	0	1	1
Sabine_Spitz	40	Germany	2012	8/12/12	Cycling	0	1	0	1
Maris__trombergs	25	Latvia	2012	8/12/12	Cycling	1	0	0	1
Lauren_Tamayo	28	United_States	2012	8/12/12	Cycling	0	1	0	1
Geraint_Thomas	26	Great_Britain	2012	8/12/12	Cycling	1	0	0	1
Rigoberto_Urán	25	Colombia	2012	8/12/12	Cycling	0	1	0	1
Simon_van_Velthooven	23	New_Zealand	2012	8/12/12	Cycling	0	0	1	1
Aleksandr_Vinokurov	38	Kazakhstan	2012	8/12/12	Cycling	1	0	0	1
Kristina_Vogel	21	Germany	2012	8/12/12	Cycling	1	0	0	1
Marianne_Vos	25	Netherlands	2012	8/12/12	Cycling	1	0	0	1
Sarah_Walker	24	New_Zealand	2012	8/12/12	Cycling	0	1	0	1
Miriam_Welte	25	Germany	2012	8/12/12	Cycling	1	0	0	1
Tara_Whitten	32	Canada	2012	8/12/12	Cycling	0	0	1	1
Bradley_Wiggins	32	Great_Britain	2012	8/12/12	Cycling	1	0	0	1
Sam_Willoughby	20	Australia	2012	8/12/12	Cycling	0	1	0	1
Julien_Absalon	28	France	2008	8/24/08	Cycling	1	0	0	1
Kristin_Armstrong	35	United_States	2008	8/24/08	Cycling	1	0	0	1
Grégory_Baugé	23	France	2008	8/24/08	Cycling	0	1	0	1
Sam_Bewley	21	New_Zealand	2008	8/24/08	Cycling	0	0	1	1
Steven_Burke	20	Great_Britain	2008	8/24/08	Cycling	0	0	1	1
Anne-Caroline_Chausson	30	France	2008	8/24/08	Cycling	1	0	0	1
Michael_Færk_Christensen	22	Denmark	2008	8/24/08	Cycling	0	1	0	1
Ed_Clancy	23	Great_Britain	2008	8/24/08	Cycling	1	0	0	1
Nicole_Cooke	25	Great_Britain	2008	8/24/08	Cycling	1	0	0	1
Juan_Esteban_Curuchet	43	Argentina	2008	8/24/08	Cycling	1	0	0	1
Mike_Day	23	United_States	2008	8/24/08	Cycling	0	1	0	1
Ross_Edgar	25	Great_Britain	2008	8/24/08	Cycling	0	1	0	1
René_Enders	21	Germany	2008	8/24/08	Cycling	0	0	1	1
Yoanka_González	32	Cuba	2008	8/24/08	Cycling	0	1	0	1
Westley_Gough	20	New_Zealand	2008	8/24/08	Cycling	0	0	1	1
Tania_Guderzo	23	Italy	2008	8/24/08	Cycling	0	0	1	1
Guo_Shuang	22	China	2008	8/24/08	Cycling	0	0	1	1
Wendy_Houvenaghel	33	Great_Britain	2008	8/24/08	Cycling	0	1	0	1
Mikhail_Ignatyev	23	Russia	2008	8/24/08	Cycling	0	0	1	1
Emma_Johansson	24	Sweden	2008	8/24/08	Cycling	0	1	0	1
Casper_Jørgensen	22	Denmark	2008	8/24/08	Cycling	0	1	0	1
Irina_Kalentyeva	30	Russia	2008	8/24/08	Cycling	0	0	1	1
Lesia_Kalytovska	20	Ukraine	2008	8/24/08	Cycling	0	0	1	1
Jill_Kintner	26	United_States	2008	8/24/08	Cycling	0	0	1	1
Roger_Kluge	22	Germany	2008	8/24/08	Cycling	0	1	0	1
Aleksandr_Kolobnev	27	Russia	2008	8/24/08	Cycling	0	0	1	1
Gustav_Larsson	27	Sweden	2008	8/24/08	Cycling	0	1	0	1
Laëtitia_Le_Corguillé	22	France	2008	8/24/08	Cycling	0	1	0	1
Levi_Leipheimer	34	United_States	2008	8/24/08	Cycling	0	0	1	1
Maximilian_Levy	21	Germany	2008	8/24/08	Cycling	0	0	1	1
Jens-Erik_Madsen	27	Denmark	2008	8/24/08	Cycling	0	1	0	1
Paul_Manning	33	Great_Britain	2008	8/24/08	Cycling	1	0	0	1
Aleksey_Markov	29	Russia	2008	8/24/08	Cycling	0	0	1	1
Anna_Meares	24	Australia	2008	8/24/08	Cycling	0	1	0	1
Michael_Mørkøv	23	Denmark	2008	8/24/08	Cycling	0	1	0	1
Kiyofumi_Nagai	25	Japan	2008	8/24/08	Cycling	0	0	1	1
Chris_Newton	34	Great_Britain	2008	8/24/08	Cycling	0	0	1	1
Stefan_Nimke	30	Germany	2008	8/24/08	Cycling	0	0	1	1
Leire_Olaberria	31	Spain	2008	8/24/08	Cycling	0	0	1	1
Vicki_Pendleton	27	Great_Britain	2008	8/24/08	Cycling	1	0	0	1
Jean-Christophe_Péraud	31	France	2008	8/24/08	Cycling	0	1	0	1
Walter_Pérez	35	Argentina	2008	8/24/08	Cycling	1	0	0	1
Emma_Pooley	25	Great_Britain	2008	8/24/08	Cycling	0	1	0	1
Alex_Rasmussen	24	Denmark	2008	8/24/08	Cycling	0	1	0	1
Donny_Robinson	25	United_States	2008	8/24/08	Cycling	0	0	1	1
Rebecca_Romero	28	Great_Britain	2008	8/24/08	Cycling	1	0	0	1
Marc_Ryan	25	New_Zealand	2008	8/24/08	Cycling	0	0	1	1
Samuel_Sánchez	30	Spain	2008	8/24/08	Cycling	1	0	0	1
Nino_Schurter	22	Switzerland	2008	8/24/08	Cycling	0	0	1	1
Jesse_Sergent	20	New_Zealand	2008	8/24/08	Cycling	0	0	1	1
Kévin_Sireau	21	France	2008	8/24/08	Cycling	0	1	0	1
Sabine_Spitz	36	Germany	2008	8/24/08	Cycling	1	0	0	1
Jamie_Staff	35	Great_Britain	2008	8/24/08	Cycling	1	0	0	1
Maris__trombergs	21	Latvia	2008	8/24/08	Cycling	1	0	0	1
Toni_Tauler	34	Spain	2008	8/24/08	Cycling	0	1	0	1
Geraint_Thomas	22	Great_Britain	2008	8/24/08	Cycling	1	0	0	1
Karin_Thürig	36	Switzerland	2008	8/24/08	Cycling	0	0	1	1
Arnaud_Tournant	30	France	2008	8/24/08	Cycling	0	1	0	1
Marianne_Vos	21	Netherlands	2008	8/24/08	Cycling	1	0	0	1
Maja_Wloszczowska	24	Poland	2008	8/24/08	Cycling	0	1	0	1
Tamila_Abasova	21	Russia	2004	8/29/04	Cycling	0	1	0	1
Julien_Absalon	24	France	2004	8/29/04	Cycling	1	0	0	1
Judith_Arndt	28	Germany	2004	8/29/04	Cycling	0	1	0	1
Paolo_Bettini	30	Italy	2004	8/29/04	Cycling	1	0	0	1
Theo_Bos	21	Netherlands	2004	8/29/04	Cycling	0	1	0	1
Mickaël_Bourgain	24	France	2004	8/29/04	Cycling	0	0	1	1
Bart_Brentjens	35	Netherlands	2004	8/29/04	Cycling	0	0	1	1
María_Luisa_Calle	35	Colombia	2004	8/29/04	Cycling	0	0	1	1
Sara_Carrigan	23	Australia	2004	8/29/04	Cycling	1	0	0	1
Carlos_Castaño	25	Spain	2004	8/29/04	Cycling	0	0	1	1
Steve_Cummings	23	Great_Britain	2004	8/29/04	Cycling	0	1	0	1
Gunn_Rita_Dahle-Flesjå	31	Norway	2004	8/29/04	Cycling	1	0	0	1
Peter_Dawson	22	Australia	2004	8/29/04	Cycling	1	0	0	1
Dede_Demet-Barry	31	United_States	2004	8/29/04	Cycling	0	1	0	1
José_Antonio_Escuredo	34	Spain	2004	8/29/04	Cycling	0	1	0	1
Jens_Fiedler	34	Germany	2004	8/29/04	Cycling	1	0	0	1
Guido_Fulst	34	Germany	2004	8/29/04	Cycling	0	0	1	1
Toshiaki_Fushimi	28	Japan	2004	8/29/04	Cycling	0	1	0	1
Laurent_Gané	31	France	2004	8/29/04	Cycling	0	0	1	1
Belem_Guerrero	30	Mexico	2004	8/29/04	Cycling	0	1	0	1
Tyler_Hamilton	33	United_States	2004	8/29/04	Cycling	1	0	0	1
José_Antonio_Hermida	26	Spain	2004	8/29/04	Cycling	0	1	0	1
Chris_Hoy	28	Great_Britain	2004	8/29/04	Cycling	1	0	0	1
Mikhail_Ignatyev	19	Russia	2004	8/29/04	Cycling	1	0	0	1
Masaki_Inoue	25	Japan	2004	8/29/04	Cycling	0	1	0	1
Jiang_Yonghua	30	China	2004	8/29/04	Cycling	0	1	0	1
Bobby_Julich	32	United_States	2004	8/29/04	Cycling	0	0	1	1
Shane_Kelly	32	Australia	2004	8/29/04	Cycling	0	0	1	1
Brett_Lancaster	24	Australia	2004	8/29/04	Cycling	1	0	0	1
Joan_Llaneras	35	Spain	2004	8/29/04	Cycling	0	1	0	1
Katie_Mactier	29	Australia	2004	8/29/04	Cycling	0	1	0	1
Asier_Maeztu	26	Spain	2004	8/29/04	Cycling	0	0	1	1
Paul_Manning	29	Great_Britain	2004	8/29/04	Cycling	0	1	0	1
Franco_Marvulli	25	Switzerland	2004	8/29/04	Cycling	0	1	0	1
Axel_Merckx	32	Belgium	2004	8/29/04	Cycling	0	0	1	1
Lori-Ann_Muenzer	38	Canada	2004	8/29/04	Cycling	1	0	0	1
Tomohiro_Nagatsuka	25	Japan	2004	8/29/04	Cycling	0	1	0	1
Chris_Newton	30	Great_Britain	2004	8/29/04	Cycling	0	1	0	1
Stuart_O'Grady	31	Australia	2004	8/29/04	Cycling	1	0	0	1
Sérgio_Paulinho	24	Portugal	2004	8/29/04	Cycling	0	1	0	1
Marie-Hélène_Prémont	26	Canada	2004	8/29/04	Cycling	0	1	0	1
Bruno_Risi	35	Switzerland	2004	8/29/04	Cycling	0	1	0	1
Luke_Roberts	27	Australia	2004	8/29/04	Cycling	1	0	0	1
Sabine_Spitz	32	Germany	2004	8/29/04	Cycling	0	0	1	1
Bryan_Steel	35	Great_Britain	2004	8/29/04	Cycling	0	1	0	1
Karin_Thürig	32	Switzerland	2004	8/29/04	Cycling	0	0	1	1
Carlos_Torrent	29	Spain	2004	8/29/04	Cycling	0	0	1	1
Nataliya_Tsilinskaya	28	Belarus	2004	8/29/04	Cycling	0	0	1	1
Sarah_Ulmer	28	New_Zealand	2004	8/29/04	Cycling	1	0	0	1
Stephen_Wooldridge	26	Australia	2004	8/29/04	Cycling	1	0	0	1
Vyacheslav_Yekimov	38	Russia	2004	8/29/04	Cycling	0	1	0	1
Brett_Aitken	29	Australia	2000	10/1/00	Cycling	1	0	0	1
Lance_Armstrong	29	United_States	2000	10/1/00	Cycling	0	0	1	1
Daniel_Becke	22	Germany	2000	10/1/00	Cycling	1	0	0	1
Antonella_Bellutti	31	Italy	2000	10/1/00	Cycling	1	0	0	1
Barbara_Blatter	29	Switzerland	2000	10/1/00	Cycling	0	1	0	1
Serhiy_Cherniavskiy	24	Ukraine	2000	10/1/00	Cycling	0	1	0	1
Jonny_Clay	37	Great_Britain	2000	10/1/00	Cycling	0	0	1	1
Marion_Clignet	36	France	2000	10/1/00	Cycling	0	1	0	1
Étienne_De_Wilde	42	Belgium	2000	10/1/00	Cycling	0	1	0	1
Sean_Eadie	31	Australia	2000	10/1/00	Cycling	0	0	1	1
Oleksandr_Fedenko	29	Ukraine	2000	10/1/00	Cycling	0	1	0	1
Michelle_Ferris	23	Australia	2000	10/1/00	Cycling	0	1	0	1
Marga_Fullana	28	Spain	2000	10/1/00	Cycling	0	0	1	1
Guido_Fulst	30	Germany	2000	10/1/00	Cycling	1	0	0	1
Laurent_Gané	27	France	2000	10/1/00	Cycling	1	0	0	1
Matthew_Gilmore	28	Belgium	2000	10/1/00	Cycling	0	1	0	1
Oksana_Grishina	31	Russia	2000	10/1/00	Cycling	0	1	0	1
Darryn_Hill	26	Australia	2000	10/1/00	Cycling	0	0	1	1
Mari_Holden	29	United_States	2000	10/1/00	Cycling	0	1	0	1
Chris_Hoy	24	Great_Britain	2000	10/1/00	Cycling	0	1	0	1
Jiang_Cuihua	25	China	2000	10/1/00	Cycling	0	0	1	1
Shane_Kelly	28	Australia	2000	10/1/00	Cycling	0	0	1	1
Andreas_Klöden	25	Germany	2000	10/1/00	Cycling	0	0	1	1
Hanka_Kupfernagel	26	Germany	2000	10/1/00	Cycling	0	1	0	1
Joan_Llaneras	31	Spain	2000	10/1/00	Cycling	1	0	0	1
Jeannie_Longo-Ciprelli	41	France	2000	10/1/00	Cycling	0	0	1	1
Craig_MacLean	29	Great_Britain	2000	10/1/00	Cycling	0	1	0	1
Paul_Manning	25	Great_Britain	2000	10/1/00	Cycling	0	0	1	1
Aleksey_Markov	21	Russia	2000	10/1/00	Cycling	0	0	1	1
Silvio_Martinello	37	Italy	2000	10/1/00	Cycling	0	0	1	1
Miguel_Martinez	24	France	2000	10/1/00	Cycling	1	0	0	1
Serhiy_Matvieiev	25	Ukraine	2000	10/1/00	Cycling	0	1	0	1
Brad_McGee	24	Australia	2000	10/1/00	Cycling	0	0	1	1
Yvonne_McGregor	39	Great_Britain	2000	10/1/00	Cycling	0	0	1	1
Scott_McGrory	30	Australia	2000	10/1/00	Cycling	1	0	0	1
Filip_Meirhaeghe	29	Belgium	2000	10/1/00	Cycling	0	1	0	1
Chris_Newton	26	Great_Britain	2000	10/1/00	Cycling	0	0	1	1
Stefan_Nimke	22	Germany	2000	10/1/00	Cycling	0	1	0	1
Marty_Nothstein	29	United_States	2000	10/1/00	Cycling	1	0	0	1
Paola_Pezzo	31	Italy	2000	10/1/00	Cycling	1	0	0	1
Olaf_Pollack	26	Germany	2000	10/1/00	Cycling	1	0	0	1
Christoph_Sauser	24	Switzerland	2000	10/1/00	Cycling	0	0	1	1
Olga_Slyusareva	31	Russia	2000	10/1/00	Cycling	0	0	1	1
Bryan_Steel	31	Great_Britain	2000	10/1/00	Cycling	0	0	1	1
Oleksandr_Symonenko	26	Ukraine	2000	10/1/00	Cycling	0	1	0	1
Arnaud_Tournant	22	France	2000	10/1/00	Cycling	1	0	0	1
Marco_Villa	31	Italy	2000	10/1/00	Cycling	0	0	1	1
Aleksandr_Vinokurov	27	Kazakhstan	2000	10/1/00	Cycling	0	1	0	1
Bradley_Wiggins	20	Great_Britain	2000	10/1/00	Cycling	0	0	1	1
Milton_Wynants	28	Uruguay	2000	10/1/00	Cycling	0	1	0	1
Iryna_Yanovych	24	Ukraine	2000	10/1/00	Cycling	0	0	1	1
Vyacheslav_Yekimov	34	Russia	2000	10/1/00	Cycling	1	0	0	1
Diana__iliute	24	Lithuania	2000	10/1/00	Cycling	0	0	1	1
Cori_Bartel	38	Canada	2010	2/28/10	Curling	0	1	0	1
Cheryl_Bernard	43	Canada	2010	2/28/10	Curling	0	1	0	1
Carolyn_Darbyshire-McRory	46	Canada	2010	2/28/10	Curling	0	1	0	1
Markus_Eggler	41	Switzerland	2010	2/28/10	Curling	0	0	1	1
Adam_Enright	26	Canada	2010	2/28/10	Curling	1	0	0	1
Jan_Hauser	25	Switzerland	2010	2/28/10	Curling	0	0	1	1
Ben_Hebert	26	Canada	2010	2/28/10	Curling	1	0	0	1
Marc_Kennedy	28	Canada	2010	2/28/10	Curling	1	0	0	1
Cathrine_Lindahl	39	Sweden	2010	2/28/10	Curling	1	0	0	1
Liu_Yin	28	China	2010	2/28/10	Curling	0	0	1	1
Eva_Lund	38	Sweden	2010	2/28/10	Curling	1	0	0	1
Kevin_Martin	43	Canada	2010	2/28/10	Curling	1	0	0	1
Kristie_Moore	30	Canada	2010	2/28/10	Curling	0	1	0	1
John_Morris	31	Canada	2010	2/28/10	Curling	1	0	0	1
Torger_Nergård	35	Norway	2010	2/28/10	Curling	0	1	0	1
Anette_Norberg	43	Sweden	2010	2/28/10	Curling	1	0	0	1
Susan_O'Connor	32	Canada	2010	2/28/10	Curling	0	1	0	1
Håvard_Vad_Petersson	26	Norway	2010	2/28/10	Curling	0	1	0	1
Ralph_Stöckli	33	Switzerland	2010	2/28/10	Curling	0	0	1	1
Simon_Strübin	30	Switzerland	2010	2/28/10	Curling	0	0	1	1
Christoffer_Svae	27	Norway	2010	2/28/10	Curling	0	1	0	1
Anna_Svärd-Le_Moine	36	Sweden	2010	2/28/10	Curling	1	0	0	1
Thomas_Ulsrud	38	Norway	2010	2/28/10	Curling	0	1	0	1
Wang_Bingyu	25	China	2010	2/28/10	Curling	0	0	1	1
Yue_Qingshuang	24	China	2010	2/28/10	Curling	0	0	1	1
Zhou_Yan	27	China	2010	2/28/10	Curling	0	0	1	1
Mike_Adam	24	Canada	2006	2/26/06	Curling	1	0	0	1
Glenys_Bakker	43	Canada	2006	2/26/06	Curling	0	0	1	1
Binia_Beeli	27	Switzerland	2006	2/26/06	Curling	0	1	0	1
Pete_Fenson	37	United_States	2006	2/26/06	Curling	0	0	1	1
Brad_Gushue	25	Canada	2006	2/26/06	Curling	1	0	0	1
Russ_Howard	49	Canada	2006	2/26/06	Curling	1	0	0	1
Sandra_Jenkins	44	Canada	2006	2/26/06	Curling	0	0	1	1
Christine_Keshen	28	Canada	2006	2/26/06	Curling	0	0	1	1
Kalle_Kiiskinen	30	Finland	2006	2/26/06	Curling	0	1	0	1
Shannon_Kleibrink	37	Canada	2006	2/26/06	Curling	0	0	1	1
Jamie_Korab	26	Canada	2006	2/26/06	Curling	1	0	0	1
Cathrine_Lindahl	35	Sweden	2006	2/26/06	Curling	1	0	0	1
Eva_Lund	34	Sweden	2006	2/26/06	Curling	1	0	0	1
Wille_Mäkelä	31	Finland	2006	2/26/06	Curling	0	1	0	1
